message_id,message_text,expected_sentiment
422,Это не первая проблема с вашей авиакомпанией! Буду писать везде!,negative
423,Требую разбирательства и компенсации за испорченный отпуск!,negative
424,Хочу пожаловаться на хамское поведение сотрудника на регистрации!,negative
425,Как оформить декларацию на поврежденный багаж?,neutral
426,Какой максимальный вес багажа разрешен на международных рейсах?,neutral
427,Можно ли добавить дополнительное место багажа к билету на рейс SU702?,neutral
428,"Подскажите, каковы правила провоза багажа на рейсе SU896?",neutral
429,Можно ли добавить дополнительное место багажа к билету на рейс SU174?,neutral
430,"Подскажите, каковы правила провоза багажа на рейсе SU440?",neutral
431,Как оформить декларацию на поврежденный багаж?,neutral
432,Можно ли добавить дополнительное место багажа к билету на рейс SU197?,neutral
433,Как оформить декларацию на поврежденный багаж?,neutral
434,Можно ли добавить дополнительное место багажа к билету на рейс SU703?,neutral
435,"Здравствуйте, как я могу отследить свой багаж с рейса SU752?",neutral
436,Какой максимальный вес багажа разрешен на международных рейсах?,neutral
437,Какие предметы запрещены в ручной клади?,neutral
438,"Подскажите, каковы правила провоза багажа на рейсе SU590?",neutral
439,"Здравствуйте, как я могу отследить свой багаж с рейса SU406?",neutral
440,Как оформить декларацию на поврежденный багаж?,neutral
441,Какие предметы запрещены в ручной клади?,neutral
442,Какие предметы запрещены в ручной клади?,neutral
443,Как оформить декларацию на поврежденный багаж?,neutral
444,Какой максимальный вес багажа разрешен на международных рейсах?,neutral
445,Какие предметы запрещены в ручной клади?,neutral
446,Как оформить декларацию на поврежденный багаж?,neutral
447,Какой максимальный вес багажа разрешен на международных рейсах?,neutral
448,Какие предметы запрещены в ручной клади?,neutral
449,"Здравствуйте, как я могу отследить свой багаж с рейса SU961?",neutral
450,Какие предметы запрещены в ручной клади?,neutral
451,Как оформить декларацию на поврежденный багаж?,neutral
452,Какие предметы запрещены в ручной клади?,neutral
453,"Здравствуйте, как я могу отследить свой багаж с рейса SU575?",neutral
454,Какой максимальный вес багажа разрешен на международных рейсах?,neutral
455,Какова процедура получения багажа в аэропорту назначения?,neutral
456,"Подскажите, каковы правила провоза багажа на рейсе SU867?",neutral
457,Какие способы оплаты доступны при бронировании?,neutral
458,Какие способы оплаты доступны при бронировании?,neutral
459,Можно ли изменить дату бронирования после покупки билета?,neutral
460,Как я могу забронировать билет на рейс SU578 через ваш сайт?,neutral
461,Какие документы нужны для бронирования международного рейса?,neutral
462,Как я могу забронировать билет на рейс SU812 через ваш сайт?,neutral
463,Какие документы нужны для бронирования международного рейса?,neutral
464,Какие документы нужны для бронирования международного рейса?,neutral
465,Какие способы оплаты доступны при бронировании?,neutral
466,Можно ли изменить дату бронирования после покупки билета?,neutral
467,Какие способы оплаты доступны при бронировании?,neutral
468,Можно ли изменить дату бронирования после покупки билета?,neutral
469,"Подскажите, можно ли забронировать места для группы из 6 человек?",neutral
470,Какие способы оплаты доступны при бронировании?,neutral
471,"Подскажите, можно ли забронировать места для группы из 8 человек?",neutral
472,"Подскажите, можно ли забронировать места для группы из 9 человек?",neutral
473,"Подскажите, можно ли забронировать места для группы из 5 человек?",neutral
474,Какие способы оплаты доступны при бронировании?,neutral
475,Какие способы оплаты доступны при бронировании?,neutral
476,Какие документы нужны для бронирования международного рейса?,neutral
477,Как работает система выбора мест при бронировании?,neutral
478,Можно ли изменить дату бронирования после покупки билета?,neutral
479,Как работает система выбора мест при бронировании?,neutral
480,Как я могу забронировать билет на рейс SU583 через ваш сайт?,neutral
481,"Подскажите, можно ли забронировать места для группы из 5 человек?",neutral
482,Как работает система выбора мест при бронировании?,neutral
483,Как работает система выбора мест при бронировании?,neutral
484,Какие способы оплаты доступны при бронировании?,neutral
485,Какие способы оплаты доступны при бронировании?,neutral
486,Как я могу забронировать билет на рейс SU958 через ваш сайт?,neutral
487,Какие документы нужны для бронирования международного рейса?,neutral
488,Как я могу забронировать билет на рейс SU238 через ваш сайт?,neutral
489,Какая компенсация полагается при отмене рейса SU477?,neutral
490,Какая компенсация полагается при отмене рейса SU857?,neutral
491,Какая компенсация полагается при отмене рейса SU559?,neutral
492,Можно ли пересадить меня на другой рейс вместо отмененного SU460?,neutral
493,Подскажите процедуру возврата средств при отмене рейса авиакомпанией.,neutral
494,"Что делать, если рейс отменен за 9 часов до вылета?",neutral
495,"Что делать, если рейс отменен за 5 часов до вылета?",neutral
496,"Что делать, если рейс отменен за 8 часов до вылета?",neutral
497,Можно ли пересадить меня на другой рейс вместо отмененного SU176?,neutral
498,"Что делать, если рейс отменен за 4 часов до вылета?",neutral
499,Подскажите процедуру возврата средств при отмене рейса авиакомпанией.,neutral
500,"Добрый день, мой рейс SU334 был отменен. Какие у меня варианты?",neutral
501,Подскажите процедуру возврата средств при отмене рейса авиакомпанией.,neutral
502,Какая компенсация полагается при отмене рейса SU682?,neutral
503,"Что делать, если рейс отменен за 3 часов до вылета?",neutral
504,Какая компенсация полагается при отмене рейса SU419?,neutral
505,"Добрый день, мой рейс SU546 был отменен. Какие у меня варианты?",neutral
506,Подскажите процедуру возврата средств при отмене рейса авиакомпанией.,neutral
507,Подскажите процедуру возврата средств при отмене рейса авиакомпанией.,neutral
508,Подскажите процедуру возврата средств при отмене рейса авиакомпанией.,neutral
509,Подскажите процедуру возврата средств при отмене рейса авиакомпанией.,neutral
510,Подскажите процедуру возврата средств при отмене рейса авиакомпанией.,neutral
511,Можно ли пересадить меня на другой рейс вместо отмененного SU752?,neutral
512,Можно ли пересадить меня на другой рейс вместо отмененного SU151?,neutral
513,"Добрый день, мой рейс SU985 был отменен. Какие у меня варианты?",neutral
514,Можно ли пересадить меня на другой рейс вместо отмененного SU262?,neutral
515,Какая компенсация полагается при отмене рейса SU469?,neutral
516,"Добрый день, мой рейс SU914 был отменен. Какие у меня варианты?",neutral
517,"Что делать, если рейс отменен за 7 часов до вылета?",neutral
518,"Что делать, если рейс отменен за 3 часов до вылета?",neutral
519,"Добрый день, мой рейс SU520 был отменен. Какие у меня варианты?",neutral
520,"Добрый день, мой рейс SU159 был отменен. Какие у меня варианты?",neutral
521,Можно ли узнать актуальную информацию по задержке рейса SU130?,neutral
522,Какие права у пассажиров при задержке рейса более 9 часов?,neutral
523,"Здравствуйте, когда ожидается вылет рейса SU547? Есть задержка.",neutral
524,"Подскажите, положена ли компенсация при задержке рейса на 1 часов?",neutral
525,"Здравствуйте, когда ожидается вылет рейса SU719? Есть задержка.",neutral
526,"Здравствуйте, когда ожидается вылет рейса SU834? Есть задержка.",neutral
527,"Подскажите, положена ли компенсация при задержке рейса на 4 часов?",neutral
528,"Здравствуйте, когда ожидается вылет рейса SU634? Есть задержка.",neutral
529,Какова причина задержки рейса SU200 и когда планируется вылет?,neutral
530,"Подскажите, положена ли компенсация при задержке рейса на 10 часов?",neutral
531,Какова причина задержки рейса SU563 и когда планируется вылет?,neutral
532,Какова причина задержки рейса SU180 и когда планируется вылет?,neutral
533,Какие права у пассажиров при задержке рейса более 7 часов?,neutral
534,Какова причина задержки рейса SU828 и когда планируется вылет?,neutral
535,Можно ли узнать актуальную информацию по задержке рейса SU808?,neutral
536,Какова причина задержки рейса SU378 и когда планируется вылет?,neutral
537,Можно ли узнать актуальную информацию по задержке рейса SU768?,neutral
538,"Подскажите, положена ли компенсация при задержке рейса на 3 часов?",neutral
539,"Здравствуйте, когда ожидается вылет рейса SU195? Есть задержка.",neutral
540,"Подскажите, положена ли компенсация при задержке рейса на 5 часов?",neutral
541,Какова причина задержки рейса SU736 и когда планируется вылет?,neutral
542,Какие права у пассажиров при задержке рейса более 10 часов?,neutral
543,Какие права у пассажиров при задержке рейса более 10 часов?,neutral
544,Можно ли узнать актуальную информацию по задержке рейса SU265?,neutral
545,Какие права у пассажиров при задержке рейса более 7 часов?,neutral
546,Можно ли узнать актуальную информацию по задержке рейса SU119?,neutral
547,Можно ли узнать актуальную информацию по задержке рейса SU592?,neutral
548,Какова причина задержки рейса SU871 и когда планируется вылет?,neutral
549,"Подскажите, положена ли компенсация при задержке рейса на 8 часов?",neutral
550,Какие права у пассажиров при задержке рейса более 2 часов?,neutral
551,"Подскажите, положена ли компенсация при задержке рейса на 4 часов?",neutral
552,Можно ли узнать актуальную информацию по задержке рейса SU809?,neutral
553,Подскажите сроки возврата денег после отмены бронирования.,neutral
554,Подскажите сроки возврата денег после отмены бронирования.,neutral
555,Какие условия возврата средств при отмене билета заранее?,neutral
556,Можно ли вернуть часть стоимости билета на рейс SU853?,neutral
557,Какие условия возврата средств при отмене билета заранее?,neutral
558,"Здравствуйте, как оформить возврат билета на рейс SU991?",neutral
559,Можно ли вернуть часть стоимости билета на рейс SU315?,neutral
560,Подскажите сроки возврата денег после отмены бронирования.,neutral
561,Подскажите сроки возврата денег после отмены бронирования.,neutral
562,Какие условия возврата средств при отмене билета заранее?,neutral
563,Подскажите сроки возврата денег после отмены бронирования.,neutral
564,Какие документы нужны для оформления возврата билета?,neutral
565,Какие условия возврата средств при отмене билета заранее?,neutral
566,Какие документы нужны для оформления возврата билета?,neutral
567,Можно ли вернуть часть стоимости билета на рейс SU282?,neutral
568,Можно ли вернуть часть стоимости билета на рейс SU205?,neutral
569,Какие условия возврата средств при отмене билета заранее?,neutral
570,"Здравствуйте, как оформить возврат билета на рейс SU377?",neutral
571,Какие документы нужны для оформления возврата билета?,neutral
572,Подскажите сроки возврата денег после отмены бронирования.,neutral
573,"Здравствуйте, как оформить возврат билета на рейс SU301?",neutral
574,"Здравствуйте, как оформить возврат билета на рейс SU564?",neutral
575,Можно ли вернуть часть стоимости билета на рейс SU881?,neutral
576,Какие условия возврата средств при отмене билета заранее?,neutral
577,"Здравствуйте, как оформить возврат билета на рейс SU499?",neutral
578,Какие условия возврата средств при отмене билета заранее?,neutral
579,Подскажите сроки возврата денег после отмены бронирования.,neutral
580,Какие документы нужны для оформления возврата билета?,neutral
581,"Здравствуйте, как оформить возврат билета на рейс SU859?",neutral
582,"Здравствуйте, как оформить возврат билета на рейс SU583?",neutral
583,Подскажите сроки возврата денег после отмены бронирования.,neutral
584,"Здравствуйте, как оформить возврат билета на рейс SU616?",neutral
585,Какие развлекательные программы доступны на борту?,neutral
586,Какое питание предусмотрено на рейсе SU510 продолжительностью 10 часов?,neutral
587,"Подскажите, есть ли Wi-Fi на рейсе SU322?",neutral
588,Какое питание предусмотрено на рейсе SU853 продолжительностью 3 часов?,neutral
589,Какие развлекательные программы доступны на борту?,neutral
590,Какое питание предусмотрено на рейсе SU688 продолжительностью 1 часов?,neutral
591,"Подскажите, есть ли Wi-Fi на рейсе SU170?",neutral
592,"Подскажите, есть ли Wi-Fi на рейсе SU200?",neutral
593,Какое питание предусмотрено на рейсе SU453 продолжительностью 10 часов?,neutral
594,"Подскажите, есть ли Wi-Fi на рейсе SU242?",neutral
595,"Подскажите, есть ли Wi-Fi на рейсе SU908?",neutral
596,Можно ли получить дополнительное одеяло во время полета?,neutral
597,"Подскажите, есть ли Wi-Fi на рейсе SU728?",neutral
598,Какое питание предусмотрено на рейсе SU290 продолжительностью 7 часов?,neutral
599,Какое питание предусмотрено на рейсе SU493 продолжительностью 2 часов?,neutral
600,Какие развлекательные программы доступны на борту?,neutral
601,"Подскажите, есть ли Wi-Fi на рейсе SU394?",neutral
602,Какие развлекательные программы доступны на борту?,neutral
603,Можно ли получить дополнительное одеяло во время полета?,neutral
604,"Подскажите, есть ли Wi-Fi на рейсе SU562?",neutral
605,Какие развлекательные программы доступны на борту?,neutral
606,Можно ли заказать специальное меню на борту?,neutral
607,Можно ли получить дополнительное одеяло во время полета?,neutral
608,"Подскажите, есть ли Wi-Fi на рейсе SU630?",neutral
609,"Подскажите, есть ли Wi-Fi на рейсе SU506?",neutral
610,Можно ли получить дополнительное одеяло во время полета?,neutral
611,"Подскажите, есть ли Wi-Fi на рейсе SU486?",neutral
612,Какое питание предусмотрено на рейсе SU997 продолжительностью 4 часов?,neutral
613,Можно ли получить дополнительное одеяло во время полета?,neutral
614,Какие развлекательные программы доступны на борту?,neutral
615,Какие развлекательные программы доступны на борту?,neutral
616,Какие развлекательные программы доступны на борту?,neutral
617,За сколько времени до вылета открывается регистрация на рейс?,neutral
618,"Здравствуйте, как пройти онлайн-регистрацию на рейс SU933?",neutral
619,"Подскажите, где находится стойка регистрации на рейс SU338?",neutral
620,"Здравствуйте, как пройти онлайн-регистрацию на рейс SU804?",neutral
621,Можно ли зарегистрироваться на рейс SU750 в мобильном приложении?,neutral
622,За сколько времени до вылета открывается регистрация на рейс?,neutral
623,За сколько времени до вылета открывается регистрация на рейс?,neutral
624,"Подскажите, где находится стойка регистрации на рейс SU366?",neutral
625,Какие документы нужны для регистрации на международный рейс?,neutral
626,Можно ли зарегистрироваться на рейс SU454 в мобильном приложении?,neutral
627,"Подскажите, где находится стойка регистрации на рейс SU225?",neutral
628,Какие документы нужны для регистрации на международный рейс?,neutral
629,"Подскажите, где находится стойка регистрации на рейс SU746?",neutral
630,"Подскажите, где находится стойка регистрации на рейс SU597?",neutral
631,Можно ли зарегистрироваться на рейс SU682 в мобильном приложении?,neutral
632,За сколько времени до вылета открывается регистрация на рейс?,neutral
633,Какие документы нужны для регистрации на международный рейс?,neutral
634,За сколько времени до вылета открывается регистрация на рейс?,neutral
635,"Подскажите, где находится стойка регистрации на рейс SU724?",neutral
636,За сколько времени до вылета открывается регистрация на рейс?,neutral
637,Можно ли зарегистрироваться на рейс SU717 в мобильном приложении?,neutral
638,За сколько времени до вылета открывается регистрация на рейс?,neutral
639,За сколько времени до вылета открывается регистрация на рейс?,neutral
640,"Подскажите, где находится стойка регистрации на рейс SU717?",neutral
641,За сколько времени до вылета открывается регистрация на рейс?,neutral
642,За сколько времени до вылета открывается регистрация на рейс?,neutral
643,"Подскажите, где находится стойка регистрации на рейс SU357?",neutral
644,Можно ли зарегистрироваться на рейс SU754 в мобильном приложении?,neutral
645,"Здравствуйте, как пройти онлайн-регистрацию на рейс SU475?",neutral
646,Можно ли зарегистрироваться на рейс SU559 в мобильном приложении?,neutral
647,Какие документы нужны для регистрации на международный рейс?,neutral
648,Можно ли зарегистрироваться на рейс SU138 в мобильном приложении?,neutral
649,Когда обычно бывают скидки на билеты?,neutral
650,Когда обычно бывают скидки на билеты?,neutral
651,"Какая разница между тарифами ""эконом"" и ""гибкий""?",neutral
652,Когда обычно бывают скидки на билеты?,neutral
653,Можно ли узнать о специальных предложениях на ближайшие даты?,neutral
654,"Подскажите, какие тарифы доступны на рейс SU515?",neutral
655,"Подскажите, какие тарифы доступны на рейс SU136?",neutral
656,"Подскажите, какие тарифы доступны на рейс SU130?",neutral
657,Можно ли узнать о специальных предложениях на ближайшие даты?,neutral
658,Можно ли узнать о специальных предложениях на ближайшие даты?,neutral
659,Можно ли узнать о специальных предложениях на ближайшие даты?,neutral
660,Когда обычно бывают скидки на билеты?,neutral
661,"Подскажите, какие тарифы доступны на рейс SU149?",neutral
662,Можно ли узнать о специальных предложениях на ближайшие даты?,neutral
663,Как формируется цена билета на рейс SU181?,neutral
664,"Какая разница между тарифами ""эконом"" и ""гибкий""?",neutral
665,Как формируется цена билета на рейс SU872?,neutral
666,Когда обычно бывают скидки на билеты?,neutral
667,"Какая разница между тарифами ""эконом"" и ""гибкий""?",neutral
668,Как формируется цена билета на рейс SU931?,neutral
669,Когда обычно бывают скидки на билеты?,neutral
670,Когда обычно бывают скидки на билеты?,neutral
671,Как формируется цена билета на рейс SU335?,neutral
672,"Подскажите, какие тарифы доступны на рейс SU728?",neutral
673,Как формируется цена билета на рейс SU492?,neutral
674,Можно ли узнать о специальных предложениях на ближайшие даты?,neutral
675,Можно ли узнать о специальных предложениях на ближайшие даты?,neutral
676,Как формируется цена билета на рейс SU298?,neutral
677,"Подскажите, какие тарифы доступны на рейс SU590?",neutral
678,"Какая разница между тарифами ""эконом"" и ""гибкий""?",neutral
679,Как формируется цена билета на рейс SU788?,neutral
680,"Подскажите, какие тарифы доступны на рейс SU556?",neutral
681,Какие преимущества дает статус Платиновый в программе лояльности?,neutral
682,Какие преимущества дает статус Золотой в программе лояльности?,neutral
683,Какие преимущества дает статус Серебряный в программе лояльности?,neutral
684,"Здравствуйте, как вступить в программу лояльности?",neutral
685,Можно ли использовать мили для оплаты дополнительного багажа?,neutral
686,Какой срок действия накопленных миль?,neutral
687,"Здравствуйте, как вступить в программу лояльности?",neutral
688,Можно ли использовать мили для оплаты дополнительного багажа?,neutral
689,"Подскажите, как начисляются мили за рейс SU725?",neutral
690,"Подскажите, как начисляются мили за рейс SU250?",neutral
691,Какие преимущества дает статус Платиновый в программе лояльности?,neutral
692,Какой срок действия накопленных миль?,neutral
693,Какой срок действия накопленных миль?,neutral
694,"Подскажите, как начисляются мили за рейс SU125?",neutral
695,Какие преимущества дает статус Платиновый в программе лояльности?,neutral
696,Можно ли использовать мили для оплаты дополнительного багажа?,neutral
697,Какой срок действия накопленных миль?,neutral
698,Какие преимущества дает статус Серебряный в программе лояльности?,neutral
699,"Подскажите, как начисляются мили за рейс SU658?",neutral
700,"Здравствуйте, как вступить в программу лояльности?",neutral
701,Какой срок действия накопленных миль?,neutral
702,"Подскажите, как начисляются мили за рейс SU587?",neutral
703,"Подскажите, как начисляются мили за рейс SU962?",neutral
704,Какой срок действия накопленных миль?,neutral
705,"Здравствуйте, как вступить в программу лояльности?",neutral
706,Какой срок действия накопленных миль?,neutral
707,Какой срок действия накопленных миль?,neutral
708,"Подскажите, как начисляются мили за рейс SU357?",neutral
709,Какой срок действия накопленных миль?,neutral
710,Какой срок действия накопленных миль?,neutral
711,"Здравствуйте, как вступить в программу лояльности?",neutral
712,"Здравствуйте, как я могу оставить официальную жалобу?",neutral
713,Куда отправить письменную жалобу по поводу рейса SU582?,neutral
714,"Здравствуйте, как я могу оставить официальную жалобу?",neutral
715,"Здравствуйте, как я могу оставить официальную жалобу?",neutral
716,Можно ли подать жалобу через мобильное приложение?,neutral
717,Подскажите процедуру рассмотрения жалоб пассажиров.,neutral
718,"Здравствуйте, как я могу оставить официальную жалобу?",neutral
719,"Здравствуйте, как я могу оставить официальную жалобу?",neutral
720,Куда отправить письменную жалобу по поводу рейса SU261?,neutral
721,Подскажите процедуру рассмотрения жалоб пассажиров.,neutral
722,Подскажите процедуру рассмотрения жалоб пассажиров.,neutral
723,"Здравствуйте, как я могу оставить официальную жалобу?",neutral
724,Подскажите процедуру рассмотрения жалоб пассажиров.,neutral
725,Можно ли подать жалобу через мобильное приложение?,neutral
726,"Здравствуйте, как я могу оставить официальную жалобу?",neutral
727,Можно ли подать жалобу через мобильное приложение?,neutral
728,Подскажите процедуру рассмотрения жалоб пассажиров.,neutral
729,"Здравствуйте, как я могу оставить официальную жалобу?",neutral
730,Какие сроки рассмотрения жалоб в вашей компании?,neutral
731,Какие сроки рассмотрения жалоб в вашей компании?,neutral
732,Подскажите процедуру рассмотрения жалоб пассажиров.,neutral
733,"Здравствуйте, как я могу оставить официальную жалобу?",neutral
734,Можно ли подать жалобу через мобильное приложение?,neutral
735,Какие сроки рассмотрения жалоб в вашей компании?,neutral
736,Можно ли подать жалобу через мобильное приложение?,neutral
737,Какие сроки рассмотрения жалоб в вашей компании?,neutral
738,Подскажите процедуру рассмотрения жалоб пассажиров.,neutral
739,Какие сроки рассмотрения жалоб в вашей компании?,neutral
740,Можно ли подать жалобу через мобильное приложение?,neutral
741,Можно ли подать жалобу через мобильное приложение?,neutral
742,"Здравствуйте, как я могу оставить официальную жалобу?",neutral
743,Очень довольна сервисом доставки багажа. Всё пришло вовремя.,positive
744,Спасибо большое за помощь с поиском моего багажа! Всё нашли быстро.,positive
745,Отличная работа службы багажа! Доставили чемодан в отель в течение 6 часов.,positive
746,Спасибо большое за помощь с поиском моего багажа! Всё нашли быстро.,positive
747,Багажная служба работает отлично! Нашли мой чемодан за 10 часа.,positive
748,Спасибо за профессиональную помощь с багажом на рейсе SU938!,positive
749,Багажная служба работает отлично! Нашли мой чемодан за 1 часа.,positive
750,Очень довольна сервисом доставки багажа. Всё пришло вовремя.,positive
751,Спасибо большое за помощь с поиском моего багажа! Всё нашли быстро.,positive
752,Очень довольна сервисом доставки багажа. Всё пришло вовремя.,positive
753,Спасибо большое за помощь с поиском моего багажа! Всё нашли быстро.,positive
754,Спасибо за профессиональную помощь с багажом на рейсе SU948!,positive
755,Багажная служба работает отлично! Нашли мой чемодан за 2 часа.,positive
756,Спасибо большое за помощь с поиском моего багажа! Всё нашли быстро.,positive
757,Благодарю за оперативное решение вопроса с поврежденным багажом.,positive
758,Багажная служба работает отлично! Нашли мой чемодан за 1 часа.,positive
759,Спасибо за профессиональную помощь с багажом на рейсе SU334!,positive
760,Спасибо большое за помощь с поиском моего багажа! Всё нашли быстро.,positive
761,Благодарю за оперативное решение вопроса с поврежденным багажом.,positive
762,Отличная работа службы багажа! Доставили чемодан в отель в течение 10 часов.,positive
763,Отличная работа службы багажа! Доставили чемодан в отель в течение 3 часов.,positive
764,Спасибо за профессиональную помощь с багажом на рейсе SU215!,positive
765,Спасибо большое за помощь с поиском моего багажа! Всё нашли быстро.,positive
766,Багажная служба работает отлично! Нашли мой чемодан за 4 часа.,positive
767,Багажная служба работает отлично! Нашли мой чемодан за 2 часа.,positive
768,Благодарю за оперативное решение вопроса с поврежденным багажом.,positive
769,Отличная работа службы багажа! Доставили чемодан в отель в течение 3 часов.,positive
770,Спасибо за профессиональную помощь с багажом на рейсе SU216!,positive
771,Отличная работа службы багажа! Доставили чемодан в отель в течение 5 часов.,positive
772,Спасибо большое за помощь с поиском моего багажа! Всё нашли быстро.,positive
773,Отличная работа службы багажа! Доставили чемодан в отель в течение 9 часов.,positive
774,Багажная служба работает отлично! Нашли мой чемодан за 6 часа.,positive
775,Благодарю за помощь с бронированием билетов на рейс SU187!,positive
776,Забронировала билеты очень легко! Интуитивно понятный интерфейс.,positive
777,Очень довольна процессом бронирования. Всё понятно и просто.,positive
778,Забронировала билеты очень легко! Интуитивно понятный интерфейс.,positive
779,Благодарю за помощь с бронированием билетов на рейс SU572!,positive
780,Благодарю за помощь с бронированием билетов на рейс SU565!,positive
781,Очень довольна процессом бронирования. Всё понятно и просто.,positive
782,Спасибо за удобную систему бронирования. Всё прошло быстро.,positive
783,Забронировала билеты очень легко! Интуитивно понятный интерфейс.,positive
784,Спасибо за удобную систему бронирования. Всё прошло быстро.,positive
785,Очень довольна процессом бронирования. Всё понятно и просто.,positive
786,Спасибо за удобную систему бронирования. Всё прошло быстро.,positive
787,Благодарю за помощь с бронированием билетов на рейс SU630!,positive
788,Спасибо за удобную систему бронирования. Всё прошло быстро.,positive
789,Благодарю за помощь с бронированием билетов на рейс SU240!,positive
790,Очень довольна процессом бронирования. Всё понятно и просто.,positive
791,Забронировала билеты очень легко! Интуитивно понятный интерфейс.,positive
792,Отличный сервис бронирования! Купила билеты за 15 минут.,positive
793,Очень довольна процессом бронирования. Всё понятно и просто.,positive
794,Забронировала билеты очень легко! Интуитивно понятный интерфейс.,positive
795,Благодарю за помощь с бронированием билетов на рейс SU724!,positive
796,Забронировала билеты очень легко! Интуитивно понятный интерфейс.,positive
797,Благодарю за помощь с бронированием билетов на рейс SU807!,positive
798,Спасибо за удобную систему бронирования. Всё прошло быстро.,positive
799,Очень довольна процессом бронирования. Всё понятно и просто.,positive
800,Спасибо за удобную систему бронирования. Всё прошло быстро.,positive
801,Отличный сервис бронирования! Купила билеты за 36 минут.,positive
802,Спасибо за удобную систему бронирования. Всё прошло быстро.,positive
803,Очень довольна процессом бронирования. Всё понятно и просто.,positive
804,Очень довольна процессом бронирования. Всё понятно и просто.,positive
805,Благодарю за помощь с бронированием билетов на рейс SU616!,positive
806,Забронировала билеты очень легко! Интуитивно понятный интерфейс.,positive
807,"Несмотря на отмену рейса, персонал помог решить все вопросы.",positive
808,Спасибо за оперативную помощь при отмене рейса SU403. Пересадили на следующий.,positive
809,Спасибо за оперативную помощь при отмене рейса SU474. Пересадили на следующий.,positive
810,Спасибо за оперативную помощь при отмене рейса SU550. Пересадили на следующий.,positive
811,Спасибо за профессионализм при отмене рейса SU498!,positive
812,Оценила вашу заботу о пассажирах при отмене рейса.,positive
813,Спасибо за профессионализм при отмене рейса SU635!,positive
814,Оценила вашу заботу о пассажирах при отмене рейса.,positive
815,Благодарю за компенсацию и быструю пересадку на другой рейс.,positive
816,Спасибо за профессионализм при отмене рейса SU684!,positive
817,Благодарю за компенсацию и быструю пересадку на другой рейс.,positive
818,"Несмотря на отмену рейса, персонал помог решить все вопросы.",positive
819,Спасибо за профессионализм при отмене рейса SU445!,positive
820,Оценила вашу заботу о пассажирах при отмене рейса.,positive
821,"Несмотря на отмену рейса, персонал помог решить все вопросы.",positive
822,"Несмотря на отмену рейса, персонал помог решить все вопросы.",positive
823,"Несмотря на отмену рейса, персонал помог решить все вопросы.",positive
824,Спасибо за профессионализм при отмене рейса SU585!,positive
825,"Несмотря на отмену рейса, персонал помог решить все вопросы.",positive
826,"Несмотря на отмену рейса, персонал помог решить все вопросы.",positive
827,Спасибо за профессионализм при отмене рейса SU344!,positive
828,Благодарю за компенсацию и быструю пересадку на другой рейс.,positive
829,Спасибо за оперативную помощь при отмене рейса SU630. Пересадили на следующий.,positive
830,Спасибо за оперативную помощь при отмене рейса SU550. Пересадили на следующий.,positive
831,Оценила вашу заботу о пассажирах при отмене рейса.,positive
832,Спасибо за оперативную помощь при отмене рейса SU460. Пересадили на следующий.,positive
833,Спасибо за профессионализм при отмене рейса SU347!,positive
834,Спасибо за оперативную помощь при отмене рейса SU500. Пересадили на следующий.,positive
835,Спасибо за профессионализм при отмене рейса SU609!,positive
836,Оценила вашу заботу о пассажирах при отмене рейса.,positive
837,Спасибо за профессионализм при отмене рейса SU746!,positive
838,Спасибо за профессионализм при отмене рейса SU605!,positive
839,Оцениваю профессионализм команды во время задержки рейса SU313.,positive
840,Оцениваю профессионализм команды во время задержки рейса SU848.,positive
841,Спасибо за информирование о задержке рейса SU116 и организацию питания.,positive
842,"Несмотря на задержку, экипаж делал всё возможное для комфорта.",positive
843,"Несмотря на задержку, экипаж делал всё возможное для комфорта.",positive
844,"Несмотря на задержку, экипаж делал всё возможное для комфорта.",positive
845,Благодарю персонал за заботу во время задержки. Предложили напитки.,positive
846,Спасибо за информирование о задержке рейса SU897 и организацию питания.,positive
847,Спасибо за компенсацию и понимание неудобств из-за задержки.,positive
848,Спасибо за информирование о задержке рейса SU136 и организацию питания.,positive
849,Спасибо за компенсацию и понимание неудобств из-за задержки.,positive
850,Спасибо за информирование о задержке рейса SU968 и организацию питания.,positive
851,Спасибо за информирование о задержке рейса SU418 и организацию питания.,positive
852,"Несмотря на задержку, экипаж делал всё возможное для комфорта.",positive
853,Спасибо за компенсацию и понимание неудобств из-за задержки.,positive
854,"Несмотря на задержку, экипаж делал всё возможное для комфорта.",positive
855,Благодарю персонал за заботу во время задержки. Предложили напитки.,positive
856,"Несмотря на задержку, экипаж делал всё возможное для комфорта.",positive
857,Благодарю персонал за заботу во время задержки. Предложили напитки.,positive
858,Благодарю персонал за заботу во время задержки. Предложили напитки.,positive
859,Спасибо за информирование о задержке рейса SU539 и организацию питания.,positive
860,Благодарю персонал за заботу во время задержки. Предложили напитки.,positive
861,"Несмотря на задержку, экипаж делал всё возможное для комфорта.",positive
862,Спасибо за информирование о задержке рейса SU852 и организацию питания.,positive
863,Оцениваю профессионализм команды во время задержки рейса SU690.,positive
864,Спасибо за информирование о задержке рейса SU385 и организацию питания.,positive
865,"Несмотря на задержку, экипаж делал всё возможное для комфорта.",positive
866,Спасибо за компенсацию и понимание неудобств из-за задержки.,positive
867,Оцениваю профессионализм команды во время задержки рейса SU450.,positive
868,"Несмотря на задержку, экипаж делал всё возможное для комфорта.",positive
869,Оцениваю профессионализм команды во время задержки рейса SU774.,positive
